time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1589451146.95823,-0.25,0.16,9.77,0.054444444444445,0.383333333333333,-0.746666666666667,1.4375,-0.1875,-0.125,354.5,-1.25,-2.125,0.9986572265625,0.018310546875,0.01214599609375,0.04754638671875,30.1543270941333,56.2887245662675,37.5164051001777
1589451146.96575,0.04,0.26,9.76,0.054444444444445,0.383333333333333,-0.746666666666667,1.5,0.25,-0.125,354.5,-1.25,-2.125,0.9986572265625,0.01837158203125,0.0120849609375,0.04754638671875,30.1543270941333,56.2887245662675,37.5164051001777
1589451146.97612,0.04,0.18,9.83,0.054444444444445,0.383333333333333,-0.746666666666667,1.4375,-0.25,-1.8125,354.5625,-1.25,-2.125,0.9986572265625,0.0184326171875,0.01202392578125,0.04736328125,34.4698929559451,57.5060527200565,37.5164051001777
1589451146.98925,-0.26,0.07,9.84,0.054444444444445,0.383333333333333,-0.746666666666667,1.3125,0.25,-6.75,354.625,-1.25,-2.125,0.9986572265625,0.0184326171875,0.01202392578125,0.04681396484375,34.4698929559451,57.5060527200565,44.5771069119335
1589451147.00025,-0.38,0.08,9.83,0.054444444444445,0.371111111111111,-0.746666666666667,1.1875,0.5625,-8.1875,354.6875,-1.25,-2.125,0.99871826171875,0.0184326171875,0.01202392578125,0.04608154296875,27.7960594789869,52.9633782919232,34.0222269008831
1589451147.01267,-0.17,0.17,9.82,0.054444444444445,0.371111111111111,-0.746666666666667,1.375,0.4375,-7.5625,354.75,-1.25,-2.125,0.99871826171875,0.0184326171875,0.01202392578125,0.04547119140625,35.1995757851219,56.2887245662675,34.9531629304656
1589451147.0184,-0.71,0.05,9.72,0.054444444444445,0.371111111111111,-0.746666666666667,1.5625,1,-8.0625,354.8125,-1.25,-2.1875,0.998779296875,0.0185546875,0.01214599609375,0.0447998046875,35.1995757851219,56.2887245662675,34.9531629304656
1589451147.02533,-0.32,0.15,9.81,0.054444444444445,0.371111111111111,-0.746666666666667,1.8125,0.875,-6.25,354.875,-1.25,-2.1875,0.998779296875,0.01873779296875,0.01220703125,0.04425048828125,35.1995757851219,56.2887245662675,34.9531629304656
1589451147.04099,-0.05,0.22,9.84,0.054444444444445,0.371111111111111,-0.746666666666667,1.625,0.4375,-4.1875,354.9375,-1.25,-2.1875,0.998779296875,0.01885986328125,0.01226806640625,0.04388427734375,30.1543270941333,48.2311990010739,31.2886926387862
1589451147.05186,-0.16,0.21,9.83,0.04,0.371111111111111,-0.732222222222222,0.8125,1.8125,-5.25,355.0625,-1.3125,-2.1875,0.99884033203125,0.01885986328125,0.01239013671875,0.04302978515625,34.2329158900693,48.6366095920459,33.1365960190534
1589451147.05877,-0.22,0.17,9.85,0.04,0.371111111111111,-0.732222222222222,0.4375,1.9375,-6.75,355.125,-1.3125,-2.1875,0.99884033203125,0.018798828125,0.0125732421875,0.04241943359375,34.2329158900693,48.6366095920459,33.1365960190534
1589451147.06997,0,0.2,9.77,0.04,0.371111111111111,-0.732222222222222,0.125,1.3125,-7.5625,355.1875,-1.3125,-2.1875,0.99884033203125,0.018798828125,0.0126953125,0.04180908203125,28.7678933881591,43.447343932276,32.0832680130652
1589451147.07594,0.57,0.34,9.78,0.04,0.371111111111111,-0.732222222222222,0.0625,1.4375,-9.375,355.25,-1.375,-2.1875,0.9989013671875,0.01873779296875,0.0128173828125,0.041015625,28.7678933881591,43.447343932276,32.0832680130652
1589451147.09026,0.86,0.44,9.88,0.04,0.371111111111111,-0.732222222222222,0.625,1.625,-13.625,355.375,-1.375,-2.1875,0.99896240234375,0.018798828125,0.01300048828125,0.03985595703125,31.2886926387862,45.3214313206897,32.0832680130652
1589451147.09712,0.78,0.32,9.8,0.04,0.364444444444444,-0.738888888888889,1.25,1.8125,-21,355.625,-1.375,-2.1875,0.9990234375,0.01885986328125,0.01318359375,0.03778076171875,31.2886926387862,45.3214313206897,34.7099555628389
1589451147.10662,0,0.11,9.89,0.04,0.364444444444444,-0.738888888888889,2.5,1.625,-30.0625,355.9375,-1.4375,-2.1875,0.99908447265625,0.01904296875,0.01336669921875,0.0352783203125,36.9652243244446,30.895340572783,34.7099555628389
1589451147.11624,-1.61,-0.07,9.73,0.04,0.364444444444444,-0.738888888888889,3.375,1.875,-33.3125,356.25,-1.4375,-2.25,0.99920654296875,0.019287109375,0.01361083984375,0.032470703125,36.9652243244446,30.895340572783,32.9164194995156
1589451147.12916,-2.18,-0.12,9.79,0.04,0.364444444444444,-0.738888888888889,3.375,1.625,-28.9375,356.5,-1.5,-2.25,0.999267578125,0.01953125,0.0137939453125,0.030029296875,36.1924068182738,35.1995757851219,32.9164194995156
1589451147.13935,-2.19,-0.17,9.82,0.04,0.364444444444444,-0.738888888888889,3.25,1.4375,-17.75,356.6875,-1.5,-2.3125,0.99932861328125,0.019775390625,0.013916015625,0.02850341796875,36.1924068182738,35.1995757851219,36.6952769567073
1589451147.14639,-0.22,0.17,9.89,0.047777777777778,0.376666666666667,-0.732222222222222,2.6875,0.6875,-4.4375,356.75,-1.5,-2.3125,0.99932861328125,0.02001953125,0.0140380859375,0.02813720703125,39.2052273141035,35.1995757851219,36.6952769567073
1589451147.1561,-0.32,0.19,9.78,0.047777777777778,0.376666666666667,-0.732222222222222,2.625,0.5,-0.125,356.75,-1.5,-2.3125,0.99932861328125,0.02020263671875,0.0140380859375,0.02813720703125,39.2052273141035,42.4050638104402,33.3371213661899
1589451147.16646,-0.28,0.18,9.75,0.047777777777778,0.376666666666667,-0.732222222222222,2.375,0.6875,-0.125,356.75,-1.5,-2.375,0.999267578125,0.02044677734375,0.01409912109375,0.02813720703125,34.2329158900693,48.6366095920459,33.3371213661899
1589451147.1764,0.3,0.31,9.77,0.047777777777778,0.376666666666667,-0.732222222222222,1.625,0.6875,-0.6875,356.75,-1.5,-2.375,0.999267578125,0.02056884765625,0.01416015625,0.028076171875,34.2329158900693,48.6366095920459,33.3371213661899
1589451147.1899,-0.24,0.16,9.84,0.047777777777778,0.376666666666667,-0.732222222222222,1.75,0.5625,-5.5,356.8125,-1.5,-2.375,0.99932861328125,0.02069091796875,0.01416015625,0.027587890625,34.4698929559451,44.9268103449648,31.8759595326099
1589451147.2019,-0.61,0.1,9.86,0.047777777777778,0.371111111111111,-0.732222222222222,1.875,1.1875,-11.5625,356.9375,-1.5625,-2.375,0.99932861328125,0.0208740234375,0.0142822265625,0.0267333984375,33.5626038190663,55.1187027150816,29.9696515534829
1589451147.20811,-0.98,0.12,9.84,0.047777777777778,0.371111111111111,-0.732222222222222,1.625,1.1875,-11.0625,357,-1.5625,-2.4375,0.99932861328125,0.02099609375,0.014404296875,0.0257568359375,33.5626038190663,55.1187027150816,29.9696515534829
1589451147.22107,-0.33,0.17,9.79,0.047777777777778,0.371111111111111,-0.732222222222222,1.875,0.5,-6.875,357.0625,-1.5625,-2.4375,0.99932861328125,0.0211181640625,0.014404296875,0.02520751953125,33.1365960190534,52.4882270884092,34.7099555628389
1589451147.22762,-0.17,0.22,9.79,0.047777777777778,0.371111111111111,-0.732222222222222,1.9375,-0.1875,-2.375,357.125,-1.5625,-2.4375,0.99932861328125,0.02130126953125,0.01446533203125,0.02496337890625,33.1365960190534,52.4882270884092,34.7099555628389
1589451147.24002,-0.16,0.23,9.85,0.047777777777778,0.371111111111111,-0.732222222222222,1.75,-0.125,-1.9375,357.125,-1.5625,-2.4375,0.99932861328125,0.02142333984375,0.01446533203125,0.0247802734375,33.3371213661899,52.4882270884092,34.7099555628389
1589451147.24647,-0.29,0.19,9.88,0.027777777777778,0.371111111111111,-0.746666666666667,1.5,0.5,-4.25,357.25,-1.5625,-2.5,0.9993896484375,0.02154541015625,0.01446533203125,0.02392578125,33.3371213661899,56.2887245662675,28.4314277396525
1589451147.26797,-0.29,0.24,9.7,0.027777777777778,0.371111111111111,-0.746666666666667,0.9375,0,-3.3125,357.3125,-1.5625,-2.5,0.9993896484375,0.021728515625,0.0145263671875,0.023193359375,34.0222269008831,73.5347107019731,34.7099555628389
1589451147.28058,-0.26,0.25,9.75,0.027777777777778,0.371111111111111,-0.746666666666667,0.625,-0.25,-1.5625,357.3125,-1.5625,-2.5,0.9993896484375,0.021728515625,0.0145263671875,0.0230712890625,34.2329158900693,57.5060527200565,27.1867307116409
1589451147.29123,-0.4,0.16,9.81,0.027777777777778,0.371111111111111,-0.746666666666667,0.4375,-0.0625,-2.375,357.375,-1.5625,-2.5,0.9993896484375,0.02166748046875,0.01458740234375,0.0228271484375,34.2329158900693,57.5060527200565,27.1867307116409
1589451147.29811,-0.32,0.2,9.82,0.027777777777778,0.371111111111111,-0.746666666666667,0.4375,0.0625,-2.375,357.4375,-1.5625,-2.5,0.9993896484375,0.02154541015625,0.01458740234375,0.02227783203125,34.0222269008831,57.5060527200565,27.1867307116409
1589451147.30722,-0.33,0.16,9.85,0.027777777777778,0.371111111111111,-0.746666666666667,0.375,0.0625,-0.6875,357.4375,-1.5625,-2.4375,0.9993896484375,0.021484375,0.01458740234375,0.022216796875,34.0222269008831,60.6382293399799,28.7678933881591
1589451147.32134,-0.32,0.18,9.79,0.027777777777778,0.371111111111111,-0.746666666666667,0.1875,0.5,-0.25,357.4375,-1.5625,-2.4375,0.9993896484375,0.0213623046875,0.0146484375,0.022216796875,34.2329158900693,58.0700367893867,24.7220630408575
1589451147.32881,-0.33,0.18,9.81,0.027777777777778,0.371111111111111,-0.746666666666667,0,0.5625,0.0625,357.4375,-1.5625,-2.4375,0.9993896484375,0.02130126953125,0.0146484375,0.022216796875,34.2329158900693,58.0700367893867,24.7220630408575
1589451147.34128,-0.33,0.2,9.82,0.027777777777778,0.371111111111111,-0.746666666666667,0.125,0.8125,0.0625,357.4375,-1.625,-2.4375,0.9993896484375,0.02117919921875,0.01470947265625,0.022216796875,34.2329158900693,52.4882270884092,29.4458622677045
1589451147.3485,-0.36,0.19,9.87,0.04,0.371111111111111,-0.746666666666667,0.3125,1.125,0.125,357.4375,-1.625,-2.4375,0.9993896484375,0.0211181640625,0.01483154296875,0.022216796875,34.2329158900693,52.4882270884092,29.4458622677045
1589451147.35806,-0.37,0.18,9.84,0.04,0.371111111111111,-0.746666666666667,0.375,0.875,0.0625,357.4375,-1.625,-2.4375,0.99945068359375,0.02099609375,0.01495361328125,0.022216796875,33.5626038190663,59.3610929299734,23.4187893487974
